YDR083W	RRP8	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YDR083W	RRP8	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YDR087C	RRP1	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	high-throughput
YDR101C	ARX1	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YDR110W	FOB1	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YDR156W	RPA14	ORF	Verified	GO:0005736	RNA polymerase I complex	cellular_component	part of	manually curated
YDR156W	RPA14	ORF	Verified	GO:0005736	RNA polymerase I complex	cellular_component	part of	manually curated
YDR156W	RPA14	ORF	Verified	GO:0005736	RNA polymerase I complex	cellular_component	part of	manually curated
YDR174W	HMO1	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YDR280W	RRP45	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YDR299W	BFR2	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	high-throughput
YDR299W	BFR2	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YDR312W	SSF2	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YDR324C	UTP4	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YDR324C	UTP4	ORF	Verified	GO:0034455	t-UTP complex	cellular_component	part of	manually curated
YDR339C	FCF1	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YDR339C	FCF1	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YDR365C	ESF1	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	high-throughput
YDR378C	LSM6	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YDR398W	UTP5	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YDR398W	UTP5	ORF	Verified	GO:0034455	t-UTP complex	cellular_component	part of	manually curated
YDR412W	RRP17	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YDR439W	LRS4	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YDR449C	UTP6	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YDR449C	UTP6	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YDR449C	UTP6	ORF	Verified	GO:0034388	Pwp2p-containing subcomplex of 90S preribosome	cellular_component	part of	manually curated
YDR449C	UTP6	ORF	Verified	GO:0034388	Pwp2p-containing subcomplex of 90S preribosome	cellular_component	part of	manually curated
YDR457W	TOM1	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	high-throughput
